,trial,n,r,SNR,mode,slices,alpha,beta,delta,gamma,time,rel_error,matrix budget,total budget,revealed
806,6,200,5,60.0,sandwich,2,2.0,0.66,4.0,0.32,578.175219975994,0.001282890405398,8983,21960,0.002745
807,7,200,5,60.0,sandwich,2,2.0,0.66,4.0,0.32,580.4819473529933,0.0009737071609119,8983,21952,0.002744
808,8,200,5,60.0,sandwich,2,2.0,0.66,4.0,0.32,574.9391682640417,0.0001564083984938,8983,21950,0.00274375
809,9,200,5,60.0,sandwich,2,2.0,0.66,4.0,0.32,578.4991058490705,0.0001060480706088,8983,21956,0.0027445
820,0,200,5,30.0,sandwich,2,2.0,0.66,4.0,0.32,627.0962522774935,0.0010007078778431,8983,21955,0.002744375
821,1,200,5,30.0,sandwich,2,2.0,0.66,4.0,0.32,630.5485506169498,0.0010069712042815,8983,21954,0.00274425
822,2,200,5,30.0,sandwich,2,2.0,0.66,4.0,0.32,599.9752662293613,0.0010687972749061,8983,21957,0.002744625
823,3,200,5,30.0,sandwich,2,2.0,0.66,4.0,0.32,574.9958991166204,0.0010011647720024,8983,21961,0.002745125
824,4,200,5,30.0,sandwich,2,2.0,0.66,4.0,0.32,575.835680520162,0.0010448246551843,8983,21959,0.002744875
825,5,200,5,30.0,sandwich,2,2.0,0.66,4.0,0.32,574.9988623000681,0.0010145904160235,8983,21956,0.0027445
826,6,200,5,30.0,sandwich,2,2.0,0.66,4.0,0.32,577.3343197330832,0.0014469324325905,8983,21958,0.00274475
827,7,200,5,30.0,sandwich,2,2.0,0.66,4.0,0.32,624.8998230062425,0.003579755405642,8983,21954,0.00274425
828,8,200,5,30.0,sandwich,2,2.0,0.66,4.0,0.32,628.3727512080222,0.0010027304009732,8983,21957,0.002744625
829,9,200,5,30.0,sandwich,2,2.0,0.66,4.0,0.32,648.9535546861589,0.0010114225476924,8983,21956,0.0027445
840,0,200,20,10.0,sandwich,2,2.0,0.66,4.0,0.32,490.11552526056767,0.0995005566937683,35932,87710,0.01096375
841,1,200,20,10.0,sandwich,2,2.0,0.66,4.0,0.32,489.0457136072218,0.0995114513164944,35932,87733,0.010966625
842,2,200,20,10.0,sandwich,2,2.0,0.66,4.0,0.32,484.6825122460723,0.0994985511075854,35932,87727,0.010965875
843,3,200,20,10.0,sandwich,2,2.0,0.66,4.0,0.32,486.5642169546336,0.099507449120225,35932,87727,0.010965875
844,4,200,20,10.0,sandwich,2,2.0,0.66,4.0,0.32,486.07139366678894,0.0995004593212959,35932,87711,0.010963875
845,5,200,20,10.0,sandwich,2,2.0,0.66,4.0,0.32,484.4045361503959,0.0995067939037415,35932,87729,0.010966125
846,6,200,20,10.0,sandwich,2,2.0,0.66,4.0,0.32,490.9347765203565,0.099505657366405,35932,87716,0.0109645
847,7,200,20,10.0,sandwich,2,2.0,0.66,4.0,0.32,490.4892602507025,0.0995086123319741,35932,87717,0.010964625
848,8,200,20,10.0,sandwich,2,2.0,0.66,4.0,0.32,487.8244508933276,0.0995185159701102,35932,87720,0.010965
849,9,200,20,10.0,sandwich,2,2.0,0.66,4.0,0.32,489.19162039645016,0.0995033195759788,35932,87715,0.010964375
870,0,200,20,60.0,sandwich,2,2.0,0.66,4.0,0.32,543.3604298885912,0.0029786911184186,35932,87727,0.010965875
871,1,200,20,60.0,sandwich,2,2.0,0.66,4.0,0.32,543.8830800522119,5.857570309711776e-05,35932,87710,0.01096375
872,2,200,20,60.0,sandwich,2,2.0,0.66,4.0,0.32,539.5949673000723,0.0001425328059658,35932,87727,0.010965875
873,3,200,20,60.0,sandwich,2,2.0,0.66,4.0,0.32,540.387380855158,0.0024147030518144,35932,87718,0.01096475
874,4,200,20,60.0,sandwich,2,2.0,0.66,4.0,0.32,539.2307110596448,0.0004697625095066,35932,87730,0.01096625
875,5,200,20,60.0,sandwich,2,2.0,0.66,4.0,0.32,540.5980268865824,0.0008485365416088,35932,87715,0.010964375
876,6,200,20,60.0,sandwich,2,2.0,0.66,4.0,0.32,537.5076476484537,0.0002958103166931,35932,87707,0.010963375
877,7,200,20,60.0,sandwich,2,2.0,0.66,4.0,0.32,547.2225462645292,0.0007315610948263,35932,87725,0.010965625
878,8,200,20,60.0,sandwich,2,2.0,0.66,4.0,0.32,540.0072587374598,0.000552198860001,35932,87729,0.010966125
879,9,200,20,60.0,sandwich,2,2.0,0.66,4.0,0.32,538.6360392645001,0.0003831321774864,35932,87726,0.01096575
