,trial,n,r,SNR,mode,slices,alpha,beta,delta,gamma,max_iter,time,rel_error_sandwich,matrix budget,total budget,revealed,rel_error_post_als,rel_error_just_als
0,0,200,5,10,sand_als,2,2,0.66,4.0,0.32,100,699.670717349276,0.0995024429347311,8983,21959,0.002744875,0.0072462621416488,0.0910688740440831
1,1,200,5,10,sand_als,2,2,0.66,4.0,0.32,100,696.5401873812079,0.0995053090001741,8983,21958,0.00274475,0.0066217136628664,0.0901914404176511
2,2,200,5,10,sand_als,2,2,0.66,4.0,0.32,100,701.9743532408029,0.099502324483761,8983,21962,0.00274525,0.0061664050812874,0.0869947479512189
3,3,200,5,10,sand_als,2,2,0.66,4.0,0.32,100,702.053778346628,0.0995061327746257,8983,21957,0.002744625,0.0065973813004849,0.0883664549084388
4,4,200,5,10,sand_als,2,2,0.66,4.0,0.32,100,704.6433713492006,0.0995103891497873,8983,21961,0.002745125,0.0069887381829725,0.0903289161230938
5,5,200,5,10,sand_als,2,2,0.66,4.0,0.32,100,701.2022885549814,0.0995080940729016,8983,21957,0.002744625,0.0067394351643601,0.0902682281811212
6,6,200,5,10,sand_als,2,2,0.66,4.0,0.32,100,698.0665716566145,0.099503558967026,8983,21952,0.002744,0.0053484310754001,0.0939092607797725
7,7,200,5,10,sand_als,2,2,0.66,4.0,0.32,100,692.4765257015824,0.0995096328635763,8983,21960,0.002745,0.0068230191101905,0.0943143636073077
8,8,200,5,10,sand_als,2,2,0.66,4.0,0.32,100,692.5188642144203,0.0995016293079506,8983,21952,0.002744,0.0065637502137926,0.0868664351298388
9,9,200,5,10,sand_als,2,2,0.66,4.0,0.32,100,695.0356018282473,0.0995048318216182,8983,21957,0.002744625,0.0064638631237664,0.0939623497324436
10,0,200,5,60,sand_als,2,2,0.66,4.0,0.32,100,654.9685002360493,0.0001138839706541,8983,21961,0.002745125,1.6817158340487896e-05,0.0898625512350526
11,1,200,5,60,sand_als,2,2,0.66,4.0,0.32,100,670.318729871884,8.692277130524539e-05,8983,21954,0.00274425,9.655703311552814e-06,0.0906536497098638
12,2,200,5,60,sand_als,2,2,0.66,4.0,0.32,100,678.384940776974,8.788518952737583e-05,8983,21960,0.002745,4.4753423391357154e-05,0.0909290989929431
13,3,200,5,60,sand_als,2,2,0.66,4.0,0.32,100,738.4493125583977,0.0006052550713689,8983,21951,0.002743875,0.0002351279284745,0.0885147034669924
14,4,200,5,60,sand_als,2,2,0.66,4.0,0.32,100,680.7690032105893,0.0004697769190203,8983,21959,0.002744875,7.008980933101377e-05,0.0860825119048167
15,5,200,5,60,sand_als,2,2,0.66,4.0,0.32,100,657.8159260060638,2.3352123010197923e-05,8983,21954,0.00274425,8.170582855236717e-06,0.0891498618153069
16,6,200,5,60,sand_als,2,2,0.66,4.0,0.32,100,660.1817610878497,0.0006421233446109,8983,21954,0.00274425,7.036125653959683e-05,0.0924410603121364
17,7,200,5,60,sand_als,2,2,0.66,4.0,0.32,100,720.9016330149025,3.527373117404338e-05,8983,21961,0.002745125,9.27726797615856e-06,0.0921806861262098
18,8,200,5,60,sand_als,2,2,0.66,4.0,0.32,100,777.4270843844861,0.0010322463660908,8983,21954,0.00274425,8.374180077846647e-05,0.0919015751640743
19,9,200,5,60,sand_als,2,2,0.66,4.0,0.32,100,739.4392598047853,3.93511860092252e-05,8983,21955,0.002744375,1.15684083376569e-05,0.0894710114339432
20,0,200,5,20,sand_als,2,2,0.66,4.0,0.32,100,695.4281078949571,0.0100003249019485,8983,21957,0.002744625,0.0006700566806779,0.0896775181287526
21,1,200,5,20,sand_als,2,2,0.66,4.0,0.32,100,693.6634709518403,0.010001509638083,8983,21949,0.002743625,0.0006950255624189,0.0878840454127252
22,2,200,5,20,sand_als,2,2,0.66,4.0,0.32,100,695.9308909531683,0.0099998377359156,8983,21955,0.002744375,0.0006746336271845,0.0919140933269715
23,3,200,5,20,sand_als,2,2,0.66,4.0,0.32,100,694.694590613246,0.0100016556756304,8983,21955,0.002744375,0.000590795875601,0.0886916630127183
24,4,200,5,20,sand_als,2,2,0.66,4.0,0.32,100,697.6363446451724,0.0099998077370641,8983,21951,0.002743875,0.0007341467394901,0.0923699615775357
25,5,200,5,20,sand_als,2,2,0.66,4.0,0.32,100,692.4292935095727,0.0099998949201587,8983,21952,0.002744,0.0007119937500964,0.0910243488147626
26,6,200,5,20,sand_als,2,2,0.66,4.0,0.32,100,695.613479103893,0.0099998567253263,8983,21956,0.0027445,0.0006281130836403,0.0888304659017441
27,7,200,5,20,sand_als,2,2,0.66,4.0,0.32,100,695.7473329491913,0.009999733530748,8983,21956,0.0027445,0.0006304892956226,0.0909579328762571
28,8,200,5,20,sand_als,2,2,0.66,4.0,0.32,100,695.3813916072249,0.0099995080563798,8983,21959,0.002744875,0.0007226518015351,0.0865672608292091
29,9,200,5,20,sand_als,2,2,0.66,4.0,0.32,100,695.4519180897623,0.0099995662864808,8983,21954,0.00274425,0.0006742094953188,0.0870636335354166
30,0,200,10,50,sand_als,2,2,0.66,4.0,0.32,100,579.3545549791306,0.0001201408012952,17966,43894,0.00548675,5.951541036367002e-05,0.0777249274917916
31,1,200,10,50,sand_als,2,2,0.66,4.0,0.32,100,531.1729008909315,9.165612090995875e-05,17966,43897,0.005487125,4.395014741362107e-05,0.0731313146882459
32,2,200,10,50,sand_als,2,2,0.66,4.0,0.32,100,583.0490050651133,0.0012394474445914,17966,43905,0.005488125,0.0002226147437866,0.0781679932263969
33,3,200,10,50,sand_als,2,2,0.66,4.0,0.32,100,584.3569305092096,0.000354204472089,17966,43897,0.005487125,9.532565396442391e-05,0.0765134086721921
34,4,200,10,50,sand_als,2,2,0.66,4.0,0.32,100,585.0351230856031,0.0002635231774322,17966,43900,0.0054875,6.997762572359514e-05,0.0765602502221932
35,5,200,10,50,sand_als,2,2,0.66,4.0,0.32,100,584.0374085046351,0.0005362073177054,17966,43893,0.005486625,0.0001582113024283,0.077620809702505
36,6,200,10,50,sand_als,2,2,0.66,4.0,0.32,100,583.482979234308,0.0003455171899228,17966,43894,0.00548675,7.090843408433653e-05,0.0748230139552587
37,7,200,10,50,sand_als,2,2,0.66,4.0,0.32,100,571.5206420328468,0.0001544856835385,17966,43887,0.005485875,4.517501793772664e-05,0.0768559316845897
38,8,200,10,50,sand_als,2,2,0.66,4.0,0.32,100,576.3634563162923,0.0001170020134808,17966,43903,0.005487875,6.856962961259833e-05,0.0756193076142693
39,9,200,10,50,sand_als,2,2,0.66,4.0,0.32,100,583.948134612292,0.0015141643049153,17966,43893,0.005486625,0.0004245274341964,0.0783100966896054
40,0,200,5,40,sand_als,2,2,0.66,4.0,0.32,100,639.7008065022528,0.0002640849849004,8983,21955,0.002744375,4.4396395970889405e-05,0.0904166488576031
41,1,200,5,40,sand_als,2,2,0.66,4.0,0.32,100,707.39148446545,0.0014505447890728,8983,21958,0.00274475,0.0002190877154576,0.0855621332314985
42,2,200,5,40,sand_als,2,2,0.66,4.0,0.32,100,635.8916026242077,0.0007005292010159,8983,21956,0.0027445,9.769270699457958e-05,0.0969249434613603
43,3,200,5,40,sand_als,2,2,0.66,4.0,0.32,100,644.8611308373511,0.0001021398233679,8983,21958,0.00274475,8.29346373017447e-06,0.0891042108244952
44,4,200,5,40,sand_als,2,2,0.66,4.0,0.32,100,621.7738367989659,0.0001099294929559,8983,21954,0.00274425,1.185756172291188e-05,0.089489138074851
45,5,200,5,40,sand_als,2,2,0.66,4.0,0.32,100,696.4942610580474,0.0028573644237218,8983,21957,0.002744625,0.0005129064367134,0.087505270500454
46,6,200,5,40,sand_als,2,2,0.66,4.0,0.32,100,627.7123609501868,0.000117187270704,8983,21956,0.0027445,5.562958074971626e-06,0.0938425433432821
47,7,200,5,40,sand_als,2,2,0.66,4.0,0.32,100,687.5978279728442,0.0002486554550852,8983,21952,0.002744,8.236114322753326e-05,0.0907666309118428
48,8,200,5,40,sand_als,2,2,0.66,4.0,0.32,100,694.3772781528533,0.0001153900948122,8983,21958,0.00274475,1.1724738265965132e-05,0.0920730523539204
49,9,200,5,40,sand_als,2,2,0.66,4.0,0.32,100,695.3880040571094,0.0001571069863193,8983,21957,0.002744625,2.2652431153318545e-05,0.0862904940275242
50,0,200,10,10,sand_als,2,2,0.66,4.0,0.32,100,802.0697404909879,0.0995059740040331,17966,43901,0.005487625,0.0116697444938851,0.0806059172765122
51,1,200,10,10,sand_als,2,2,0.66,4.0,0.32,100,797.2330297697335,0.0995029686342025,17966,43896,0.005487,0.0123616340092554,0.0813600898174032
52,2,200,10,10,sand_als,2,2,0.66,4.0,0.32,100,798.0474488418549,0.099504595513,17966,43892,0.0054865,0.0124741648248253,0.0746812870946624
53,3,200,10,10,sand_als,2,2,0.66,4.0,0.32,100,800.2942217160016,0.0995107885472086,17966,43893,0.005486625,0.0118656158178008,0.0863942793192018
54,4,200,10,10,sand_als,2,2,0.66,4.0,0.32,100,799.0981399044394,0.0994985897679204,17966,43905,0.005488125,0.0125201896298694,0.0836164280147861
55,5,200,10,10,sand_als,2,2,0.66,4.0,0.32,100,742.5169652886689,0.0995002306803317,17966,43891,0.005486375,0.0128019424377226,0.0820453088838084
56,6,200,10,10,sand_als,2,2,0.66,4.0,0.32,100,740.5418032836169,0.0995037274151413,17966,43898,0.00548725,0.0116451705205252,0.0758577751178678
57,7,200,10,10,sand_als,2,2,0.66,4.0,0.32,100,744.467546671629,0.0995003227930907,17966,43904,0.005488,0.0121572810117276,0.0765757644063867
58,8,200,10,10,sand_als,2,2,0.66,4.0,0.32,100,740.6816507205367,0.0995118565200031,17966,43897,0.005487125,0.0117637542225537,0.0831465184555512
59,9,200,10,10,sand_als,2,2,0.66,4.0,0.32,100,741.5183096341789,0.0995084146971863,17966,43896,0.005487,0.0122583134561915,0.0766423617349571
60,0,200,20,60,sand_als,2,2,0.66,4.0,0.32,100,693.0121483430266,0.0003476425875779,35932,87727,0.010965875,6.84628736076032e-05,0.0568713187989383
61,1,200,20,60,sand_als,2,2,0.66,4.0,0.32,100,660.4754158798605,0.0001541897511366,35932,87723,0.010965375,4.937578841371856e-05,0.0559736906825367
62,2,200,20,60,sand_als,2,2,0.66,4.0,0.32,100,690.4076979812235,0.0022750421174125,35932,87720,0.010965,0.0007294007046816,0.0516724795039355
63,3,200,20,60,sand_als,2,2,0.66,4.0,0.32,100,633.3327050991356,5.787325872151837e-05,35932,87718,0.01096475,2.7613888690158665e-05,0.0562918560663856
64,4,200,20,60,sand_als,2,2,0.66,4.0,0.32,100,690.2802479993552,0.0004234957020745,35932,87728,0.010966,0.0001083792792975,0.0489909658406057
65,5,200,20,60,sand_als,2,2,0.66,4.0,0.32,100,695.8047098442912,0.0003942512638126,35932,87719,0.010964875,0.0001211528836169,0.051712614377591
66,6,200,20,60,sand_als,2,2,0.66,4.0,0.32,100,577.6707169339061,2.865509508244156e-05,35932,87724,0.0109655,9.438495366696056e-06,0.0552735870641573
